Genre,Cleaned_Plot
comedy,"at middlebury college in  four young friends annie macduggan elise elliot brenda morelli and cynthia swann are graduating excited for the future and the potential it holds the girls enthusiastically make a champagne toast celebrating their graduation as well as their friendship as graduation gifts valedictorian cynthia presents the girls with matching bulgari pearl necklaces as the graduates take a commemorative picture of the four of them presumably for the last time cynthia makes annie brenda and elise promise that they will always be there for each other throughout the remainder of their lives
in the present time the four friends eventually lose touch with one another as evident when cynthia stockard channing is tearfully gazing at the picture of the four of them on that graduation day now wealthy and living in a luxurious penthouse she gives her maid her own bulgari pearl necklace matching the three she gave to her friends on graduation day and has the maid mail letters to them she later walks outside of the balcony of her penthouse in a floor length fur coat a cigarette and a drink and then commits suicide by jumping to her death after learning through the tabloids that her exhusband gil whom cynthia made wealthy through her connections according to narrator annie married his much younger mistress the day before
cynthias suicide is subsequently splashed all over the news the surviving three former friends shocked by the tragic event all attend her funeral after the funeral the three friends reconnect over a long lunch to catchup on their lives postgraduation as it turns out cynthias former friends arent doing much better annie diane keaton is separated suffering extreme selfesteem issues and going through therapy with her husband brenda bette midler is divorced left for a younger woman depressed and struggling financially elise goldie hawn whose husband also left her for a younger woman is now an aging alcoholic movie actress who has become a plasticsurgery addict to keep her career afloat
shortly after cynthias funeral at which the three remaining friends are reunited for the first time since college annies husband aaron stephen collins leaves her for her younger therapist marcia gay harden and asks her for a divorce after spending a night together and leading annie to believe it would reconcile them brenda has a rather unpleasant encounter at a clothing store with her ex morty dan hedaya and his younger and rather hateful mistress shelly sarah jessica parker and elise finds out that her soonto be exhusband bill victor garber is requesting alimony and half of their marital assets claiming that elise owes her fame to him also during a meeting with a director for a possible leading lady movie role she discovers that she is only to play the lead females mother she later learns the lead female is bills current girlfriend
shortly thereafter the three friends receive the letters that cynthia mailed to them before her suicide after each one reads her letter from cynthia and feeling that they have been taken for granted by their husbands the women decide to create the first wives club aiming to get revenge on their exes annies lesbian daughter chris jennifer dundas also gets in on the plan by asking for a job at her fathers advertising agency so she can supply her mother with inside information as payback for aarons unfairness toward annie
brenda finds out through her uncle carmine philip bosco who has mafia connections that morty is guilty of income tax fraud while annie makes a plan to revive her advertising career and buy out aarons partners elise starts to liquidate all of the marital assets her and bill collected during their marriage agreeing to split the proceeds of the liquidation between the two of them however as their plan moves through things start to fall apart when they find out that bill has no checkered past and nothing for them to use against him elise feeling sorry for herself gets drunk which only results in her and brenda hurling vicious insults at each other and the women drift apart when annie starts thinking about closing down the first wives club her friends come back saying that they want to see this to the end and bill hasnt done anything blatantly wrong but only as far as he knows as a result the wives manage to uncover information revealing that bills mistress elizabeth berkley is actually a minor
deciding that revenge would make them no better than their husbands they instead use these situations to push their men into funding the establishment of a nonprofit organization dedicated to aiding abused women in memory of their college friend cynthia the film ends with a celebration at the new cynthia swann griffin crisis center for women annie narrates that elise started a relationship with a cast member in her new successful play that brenda and morty reconciled their differences and got back together and that when aaron tried to get back together with her annie told him to drop dead while outside the center bill meets shelly and the two start to flirt the film concludes with the three women joyfully singing lesley gores hit you dont own me this sequence was choreographed by patricia birch and her assistant choreographer was jonathan cerullo"
drama,the son of a baronet shocks classconscious  british society by marrying an irish servant the film chronicles  years in their lives together and apart through the boer war and wwi and wwii
action,"in this film actor anil dhawan elder brother of director david dhawan plays the role of a shy and reclusive young man by the name of anil who gets introduced to a beautiful prostitute named seema rehana sultana through his friend ramesh shatrughan sinha anil and seema become good friends through their increasing patience acceptance and understanding of each others ways they eventually fall in love
one day anil proposes to seema and although seema is happy about this shes very reluctant in taking the decision to proceed with him because shes not sure whether she can lead a normal life after marriage still she accepts the proposal and anil offers her to stay with him for some time before she marries him seema becomes convinced that anil truly loves her and that she can actually lead a normal life with him she starts to plan for her marriage and during that time a matter comes up in which anil has to go out of town for a few days
when he returns he returns to an unrecognizable seema seema takes up drinking smoking and develops a very nonchalant and distant attitude towards him he wonders what might have happened to her during his absence unbeknownst to him seema comes to know that shes pregnant and she doesnt know who the father is not wanting anil to be ridiculed and cursed by society she consumes poison
major comeback in indian cinema and exotic scenes"
horror,"the film opens with the disclosure by morgue examiners that a beautiful woman has literally died of fright the plot reveals how she reached the fatal stage of terror
the woman is married to the son of a doctor the proprietor of a private sanatorium where she is under unwilling treatment both the son and the doctor indicate they want the marriage dissolved arriving at the scene is a mysterious personage bela lugosi identified as the doctors cousin who had been a stage magician in europe he is accompanied by a threatening dwarf angelo rossitto
after it is apparent that the wife is terrified of the foreigners it is disclosed that she is the former wife and stage partner of a paris magician known as rené who was believed to have been shot by the nazis attempts to draw a confession that she had betrayed her magician husband and had collaborated with the nazis led to the use of a device employing a death mask of the supposedly dead patriot which literally frightens her to death
although the young newspaperman hero and his sweetheart guess the answer to the story they allow the diagnosis scared to death to stand"
comedy,"after an argument with his boss chuck portnoy sienna miller of dynamic systems dan trunkman vince vaughn decides to leave and start his own business tim mcwinters tom wilkinson who was fired for being too old and mike pancake who was there for an interview dave franco follow dan and join his new company a year later dans business apex select has barely gotten off the ground in a dunkin donuts dan gets a message to go on a business trip to portland to meet with investors jim spinch james marsden and bill whilmsley nick frost the latter being a friend of dans
at home dans kids paul britton sear and bess ella anderson are being bullied at school paul is ridiculed for his weight and attempts to wear eye shadow to fit in with the goth kids bess asks dan to finish a homework assignment of hers that requires him to describe the kind of person he is dans wife susan june diane raphael wants to put paul in a private school despite the pricey tuition to bring him out of his shell
the three head to portland only for dan to discover that chuck is there trying to close a deal as well she and jim get along well have worked together before and it appears as though shes been given the go ahead dan gives his presentation to jim only to faint in the middle of it he makes mike go finish but everyone is distracted by mikes last name this forces dan to scramble and find a way to get a step ahead of chuck dan starts to lose faith in the team as tim is more concerned about finding a woman to make love with due to an unhappy marriage and mike never attended college while possibly being autistic
dan is told to go to berlin to meet with jims parent department gelger specifically with dirk austerlitz dan travels with tim and mike and they go to find a client helen harlmann at a unisex bath house he finds helen with three other people she doesnt trust him since he walked in there fully dressed in a suit dan undresses himself and gets helen to listen to him with mike and tim joining him despite him telling them not to
dan speaks to bess who had trouble at school but he is unaware as to why and offers her heartfelt advice only to hang up and see susans emailed link which is to a video of bess beating a kid up
mike finds a hotel for tim and himself to stay at dan is in a room that is actually an exhibit called american businessman  in a museum where everyone watches him he starts to put some numbers together to outdo chuck tim procures ecstasy from one of the youths staying at the hotel tim and mike follow him to find bill in a gay nightclub during folsom europe festival dan encounters bill in a room with other men sticking their penises through glory holes bill later explains this is the only way he can get any sort of pleasure he takes a look at dans numbers and says they definitely trounce chucks numbers dan and bill also speak about how easy it is to get derailed from course
the guys meet with jim only to learn that dirk austerlitz is in st louis the guys hometown annoying dan jim later tells dan that while his numbers are good they arent good enough to close the deal the trio spends time with some of the youth at the hotel being honest and smoking after not smoking but listening to everyone especially mike dan goes out to buy straight up teal eyeshadow and speak with his wife his daughter who reveals she beat up the other child for calling paul names like double stuff dan congratulates her but explains he will take care of paul he speaks with paul and does his best to pick his spirits up dan later finds himself depressed and drinking with strangersadmirers of american businessman 
dan awakes the next morning hungover feeling a sense of inspiration he joins a marathon and ignores an officials pleas for him to leave the race some of his american businessman  fans spot him and begin cheering him on with such enthusiasm it attracts the attention of a news caster he finishes the race poignant as he had trained for the st louis marathon
dan later manages to score a meeting with dirk via bill first the guys pass through a riot going on outside the building where austerlitz is located after evading police and getting pelted with paintballs the guys make it inside with the aid of bill austerlitz likes what he hears from dan then what he sees on their front page and they close a deal thereby saving dans business he tim and mike celebrate by gloating in front of both chuck and jim
the guys return home to their respective loved ones mike rejoins his friends from the special home and boasts his multiple explers in berlin tim reunites with the maid he encountered in portland dan rejoins his family now confident of their future"
action,"veteran san francisco police officer jack cates has been after drug dealer the iceman for the past four years at the hunters point raceway jack confronts tyrone burroughs and arthur brock jack kills brock while burroughs escapes despite killing brock in selfdefense jack is now under investigation as brocks gun cannot be found at the scene blake wilson the head of the internal affairs division becomes determined to prosecute jack on a thirddegree manslaughter charge jack finds a picture that proves that the iceman has put a price on the head of reggie hammond who is scheduled to be released from prison the next day
reggie has completed his prison term for robbing a payroll a crime for which he claims complete innocence and is scheduled to be released jack tries to convince reggie to help him clear his name and find the iceman reggie requests that jack gives him the  that jack has been holding on to for him jack refuses to give reggie the money unless reggie helps him after the bus transporting reggie is attacked by two bikers and jack gets shot jack forces reggie to help him by having the hospital release reggie into his custody reggie recognizes one of the two bikers as richard cherry ganz the brother of albert ganz the escaped convict jack killed years earlier cherry and his partner willie hickok are the hitmen who have been hired to kill reggie burroughs who works for the iceman was trying to hire brock as insurance just in case cherry and hickok failed when the iceman murders cherry and hickoks primary contact man malcolm price cherry kills burroughs after the latter reveals himself to be an associate for the iceman
reggie is captured by cherry and hickok and jack confronts the two criminals at a local nightclub where ben kehoejacks friend and fellow officeris revealed to be the iceman with another detective frank cruise serving as an accomplice a gunfight ensues with jack wounding hickok and killing cruise after killing both hickok and cherry reggie is held captive by kehoe and used as a human shield reggie sarcastically begs jack to shoot him jack does so firing a shot into reggies shoulder wounding him and throwing him off kehoe jack then shoots kehoe killing him before reggie is transported to the hospital he and jack share a few parting words as the ambulance leaves with reggie jack realizes that reggie has once again stolen his lighter"
drama,jilmil jonak traces the life of a successful businessman based in thailand aloof from his family for years the story takes a twist when his past and family comes back to him
drama,a pushy newspaper reporter eddie crane ned sparks schemes to get rid of crusading district attorney phillip brandon h b warner complicating matters is the sordid past of brandons wife tess evelyn brent as well as his sister marcias affair with a gangster
action,sudeep works as a henchman his boss adores him and sees in him extraordinary fighting abilities one day sudeep stumbles upon ramya who works for a local ngo which fights injustice a quarrel ensues between them they soon realize that it was a meeting of hearts and soon start to admire each other ramya works towards transforming sudeep from an emotionless henchman to a lovable kindhearted guy
horror,"college student nick obannon visits the mckinley speedway with his girlfriend lori milligan and their friends hunt wynorski and janet cunningham while watching the race nick has a premonition of a horrible car accident that sends debris into the stands causing the stadium to collapse when nick panics a fight breaks out and several people leave the stadium including lori hunt janet security guard george lanter mechanic andy kewzer his girlfriend nadia monroy racist tow truck driver carter daniels and mother samantha lane as nadia berates the group a stray tire suddenly flies out the stadium and decapitates her
several days after the accident carter tries to set a cross on fire on georges lawn for preventing him from saving his wife but a chain reaction causes him to be dragged down the street on fire before his tow truck explodes the next day samantha is leaving the beauty salon when a rock propelled by a lawn mower is suddenly shot through her eye killing her after reading about the events in the paper and past disasters of the previous films nick becomes convinced that death is still after them hunt and janet refuse to believe them but they manage to convince george to help the group visits the mechanic shop to warn andy but he is killed when a co tank launches him through a chain link fence after receiving a premonition involving water nick tries to warn hunt who has gone to a country club pool at the same time george and lori try to find janet who becomes trapped in a malfunctioning car wash and they manage to save her at the last second hunt drops his lucky coin in the water after accidentally turning the pools drain on and when he dives in he is sucked down to the drain where the increasing suction eventually sucks his organs through the drain pipe afterward george admits that he tried to commit suicide several times but every attempt has failed nick believes saving janet must have ruined deaths plan and the group celebrates
four days later nick begins to see more omens and remembers asking cowboy jonathan groves to switch seats prior to the accident meaning he is actually next nick and george track jonathan down at a hospital where he remained in traction recovering from the accident and they witness him being crushed by an overflowing bathtub that falls through the ceiling as they leave george is suddenly hit by a speeding ambulance and nick realizes that lori and janet are still in danger he tracks them down at a mall cinema and convinces lori to leave but janet refuses and is killed by flying debris when a chain reaction causes the screen to explode a multitude of explosions race nick and lori through the mall until they are trapped on a malfunctioning escalator and lori is dragged into the gears and killed this turns out to be another premonition and george is killed by an ambulance before nick can warn him
at the mall lori begins seeing omens as well having failed in his premonition nick runs back to the mall to stop the explosion before it occurs he is pinned to a wall by a nail gun but manages to stop the fire before it spreads to several combustible barrels saving everyone two weeks later nick notices a loose scaffold prop while heading into a café and warns a construction worker about it before going inside while talking with lori and janet he starts to see more omens and alludes the theory that his predictions were red herrings meant to lead them to where they needed to be for death to strike just as he realizes this the scaffold outside collapses causing a truck to swerve and crash into the coffee shop killing all three of them janet is crushed under the tires lori is decapitated by the impact and nick is propelled into a wall dislocating his jaw"
drama,"the torquay tigers are a successful team playing in the bellarine football league their coach charlie chang hyde has guided the team into their first grand final in seven years there is talk that the teams best three players dunn mortimer and regan may get drafted by one or more afl clubs on the eve of the match the coach drops star player tom dunn for poor attitude the club is successful and wins the flag dunn feels left out of the celebrations and strikes up a friendship with rose walton roses younger sister sammy mciver is part of the teams support staff by carrying water for the players
the following year torquay again plays off for the grand final and manage a come from behind win at the after match celebration party young sammy had under aged sex with mortimer dunn who was told by rose to look out for her sister was drugged by a spiked drink and passes out the local paper publishes photos of the night with of the out of control party and the team goes from heroes to zeros overnight the scandal the follows rips the team apart with dunn leaving for america only regan gets drafted the other two didnt because the major league clubs didnt want to be caught up in the scandal
ten years later chang collapses and dies while addressing the players during a match on the eve of the finals dunn returns from america for the funeral and to face his demons the girlfriend who scorns him and his best friend feeling uneasy about being in his hometown after many years dunn realise that the townfolk havent forgotten him or the scandal
regan who was changss assistant takes over the team he asks dunn to assist him as he coaches the team into the finals"
action,"on christmas eve two years after the nakatomi tower incident john mcclane is waiting at washington dulles international airport for his wife holly to arrive from los angeles reporter richard thornburg who exposed hollys identity to hans gruber in the nakatomi tower is assigned a seat across the aisle from her in the airport bar mcclane spots two men in army fatigues behaving suspiciously he follows them into the baggage area after a shootout he kills one of the men while the other escapes learning the dead man is an american soldier believed to be killed in action while originally serving in honduras mcclane relates the situation to airport police captain carmine lorenzo who dismisses any concerns
former us army special forces colonel william stuart and other members of his unit establish a base in a church near dulles they hack into the air traffic control systems cut off all communication to the planes and turn off the runway lights leaving dulles atc powerless to land any planes their goal is to rescue general ramon esperanza a drug lord and dictator of val verde who is being extradited to the united states to stand trial on drug trafficking charges they demand a boeing  cargo plane so they can escape to another country with esperanza in tow and warn the airport controllers not to try to restore control with his wife on one of the planes circling above washington dc with too little fuel to be redirected mcclane prepares to fight the terrorists allying himself with a janitor marvin to gain larger access to the airport
dulles communications director leslie barnes heads to the unfinished annex skywalk with a swat team to reestablish communications with the planes just before reaching the skywalk the entire group and barnes are ambushed by stuarts henchmen and the swat team is killed in the ensuing firefight with marvins help mcclane races to the skywalk rescues barnes and kills stuarts men stuart retaliates by recalibrating the instrument landing system and then impersonating air traffic controllers to crash a british jet killing all  passengers and crew on board a us army special forces team led by major grant is called in by listening in on a twoway radio that was dropped by one of stuarts henchmen mcclane finds out that esperanza having killed his captors and now piloting the plane carrying him to dulles is landing
with marvins aid mcclane reaches the aircraft before stuarts henchmen esperanza traps him and the mercenaries throw grenades into the cockpit mcclane escapes via the ejection seat mere seconds before the grenades detonate and the aircraft explodes barnes helps mcclane locate the mercenaries hideout and they tell grant and his team to raid the location but the mercenaries escape on snowmobiles mcclane pursues them but is stunned to discover the mercenaries guns are loaded with blanks concluding that the special forces team are in fact stuarts subordinates
mcclane demands lorenzo intercept the boeing  in which the mercenaries will escape lorenzo refuses to listen until mcclane fires at him with the blank gun thus proving his story aboard hollys flight a suspicious thornburg is monitoring airport radio traffic and learns about the situation from a secret transmission to the circling planes from barnes he phones in a sensational and exaggerated take on what is happening leading to panic and preventing the officers from reaching the escape plane holly subdues thornburg with a stun gun
mcclane hitches a ride on a news helicopter that drops him off on the wing of the taxiing mercenaries  he jams the left inboard aileron with his jacket preventing the plane from taking off esperanza who is flying the jet is shocked when he sees mcclane on the wing grant emerges and fights mcclane but the former is knocked off the wing and into an engine killing him stuart then comes out and succeeds in knocking mcclane off the plane before removing mcclanes jacket however he fails to notice that mcclane had opened the fuel hatch mcclane then uses his cigarette lighter to ignite the trail of fuel which causes the jet to explode killing all aboard the planes circling above use the fire trail to help them land mcclane and his wife are happily reunited as the passengers from the other aircraft are safely rescued"
horror,"the police investigate a string of murders committed by the creeper rondo hatton a mysterious killer with a hideously disfigured face the creeper attacks and murders professor cushman john hamilton a professor from the nearby hampton university later that night the killer approaches a woman named joan bemis janelle johnson in front of her home and identifies himself as hal moffet joan screams hysterically at the sight of him until he is driven to kill her when police cars approach the creeper climbs the fire escape of a city tenement building to escape and enters the apartment of helen paige jane adams a blind pianist unable to see the creepers deformed face helen is not afraid of the intruder even when he admits to fleeing when police officers knock on her door failing to identify themselves helen encourages him to hide in her bedroom where he escapes through the window
the next day a general store delivery boy named jimmy jack parker listens to a radio report about the creepers murders the cantankerous store owner mr haskins oscar oshea arrives with a handwritten letter slipped under the door requesting groceries be delivered to a nearby dock jimmy brings the groceries to the dock and leaves them at a door where the creeper takes them into his hideout but when jimmy tries to spy on him through a window the creeper sneaks up on jimmy and kills him meanwhile at the police station captain mj donelly donald macbride and lieutenant gates peter whitney receive complaints from the mayors office about their failure to arrest the creeper but they deflect the blame the two officers then get a call about the missing delivery boy and head to the dock to investigate
the creeper sneaks out and escapes while donelly and gates infiltrate his hideout and discover jimmys corpse donnelly also finds a newspaper clipping with a man named hal moffet and two of his friends clifford scott tom neal and virginia rogers jan wiley during their college days the police visit clifford and virginia who are now married and wealthy clifford tells the officers during college hal was a handsome college football star who competed with clifford for virginias affections one day while helping hal prepare for a chemistry exam a jealous clifford deliberately gave him the wrong answers resulting in hal being asked by professor cushman to remain after class for extra work while working on a chemistry experiment clifford walks by the window with virginia to boast furious hal hurls a beaker to the ground accidentally causing an explosion that disfigures his face donnelly speculates that hal is the creeper and that he killed professor cushman and joan because he holds them partially responsible for his accident
meanwhile the creeper goes to a pawn store to buy a brooch for helen and kills the pawnbroker charles wagenheim following a fight he later brings the brooch to helen who he realizes for the first time is blind hal learns she needs  for surgery that would restore her eyesight when helen tries to touch his face hal angrily storms out he then goes to the scott residence and demands money from clifford and virginia whom he blames for his disfigurement clifford draws a gun and shoots hal twice in the stomach but the weakened hal manages to strangle clifford to death before escaping with virginias jewels he brings them to helen who is concerned about hals injuries but he flees before she can learn he is shot
helen brings the jewels to an appraiser who recognizes them as having recently been reported stolen donelly and gates bring helen into the station where they inform her hal is the creeper and accuse her of harboring a murderer reluctantly she agrees to help them capture him the next day the newspapers run stories about helen cooperating with police which infuriates hal feeling betrayed he sneaks back into her apartment and finds her playing the piano sneaking up from behind hal is about to strangle her when the police seize and arrest him the film ends with donelly and gates assuring helen she will get the operation she needs"
comedy,"employees and customers spend time at a small gas stationdiner in a fictional town next to a nuclear power plant unaware it is the last day on earth young otto quartz has received ownership of the failing business by the will of his recently deceased father his employee lionel switch is the garages goofy and bumbling auto mechanic who dreams of being a rock star i can do it lionel often exclaims after some modest character development and a collagelike dream sequence there is a tongueincheek choreographed musical finale while nuclear war begins
at the destroyed gas stationdiner post nuclear holocaust booji boy is a lone survivor but after his cynical prose the opening credits are a return to present time prior to apocalypse some edits of the film place this scene at the end including the most recent directors cut
at the nuclear power plant nuclear garbage men members of devo reveal that radioactive waste is routinely mishandled and dumped at the nearby town of linear valley they sing a remake of worried man blues while loading waste barrels on an old truck meanwhile lionel and his buddy fred kelly russ tamblyn ride bicycles to work fred states that old ottos recent death was by radiation poisoning they remain unaware of the implications as lionel laments it should have been himself that died because he has worked on almost every radiator in every car in town
early in the day at the diner young otto announces he must fire an employee for lack of money he chooses waitress kathryn who has a tantrum and refuses to leave she sits down weeping at a booth that has a picture on the wall of old otto and chooses on the juke box the song the end of the world later waitress irene overhears young ottos plans to fire everybody destroy the buildings and collect on a fraud insurance claim irene demands to be included in the scheme and to seal the deal with a kiss
although lionel has a crush on the waitress charlotte goodnight she has a crush on the milkman earl duke after an earthquake duke dressed in white enters the diner with a delivery he flirts with her saying charlotte on my way over here this morning i thought about you and the earth moved she replies you felt it too he also offers her a milk bath while he is there a dining arab sheik offers him wealth in return for his whiteness
a limousine stops at the gas station after lionel learns his rock star idol frankie fontaine is in the limousine he insists the vehicle will need work after meeting rock star frankie who appears to lead an opulent sequestered and drug influenced lifestyle lionel says to the wooden indian in his shop now theres a real human being
lionel receives a bump on the head while working on frankies limousine and enters a dream he becomes a rock star with a back up band of wooden indians back stage he is given a milk bath by irene lionel travels with his band the wooden indians and crew all people from his waking life by trucks through the desert the wooden indians become missing
during goin back a song by young the entourage recreates in the desert near a pueblo native americans prepare a bonfire to burn the wooden indians which had been missing soon lionel is playing music and dancing around the bonfire which appears to have become the center of a powwow goin back ends gazing into the bonfire of burning wooden indians hey hey my my is a tenminute studio jam performance of devo and young
lionel wakes from his dream surrounded by concerned friends much like dorothy in the wizard of oz soon there is the start of global nuclear war no one is sure what is happening until it is announced by booji boy as the hour of sleep he then provides shovels and commands everyone to dig that hole and dance like a mole the cast then enters a choreographed adaptation of worried man the planet is engulfed in radioactive glow and the cast still festive climbs a stairway to heaven accompanied by harp music
charlotte and milkman earl duke flirt"
drama,"the whales of august tells the story of two elderly widowed sisters near the end of their lives spending a summer in a seaside house in maine the surroundings cause them to recall their relationship as young women and the summers they had enjoyed there in the past they reflect on the passage of time and the bitterness jealousies and misunderstandings that slowly festered over the years and kept them from establishing a true closeness in their relationship
libby played by davis is the more infirm of the two sisters and her nature has become bitter and cold as a result sarah played by gish is a softer and more tolerant character intent on nursing her sister through her discomfort and trying to breach the gulf that has grown between them the resentment that libby so clearly displays to her stifles sarahs every attempt at making a friendly overture towards her and sarah cautiously retreats from her
maranov price is an expatriate from russia who has recently lost the friend that he has been living with tisha sothern is a vivacious lifelong friend who provides common sense fun and laughter and is the catalyst for some of the sisters conversations and revelations in prologue actresses margaret ladd mary steenburgen and tisha sterling sotherns reallife daughter play respectively libby sarah and tisha as young women"
comedy,bertha jacoby rosalind russell a jewish widow is convinced by her daughter alice black madlyn rhue to move from brooklyn new york to tokyo in order for bertha to be closer to her along with her husband jerry black ray danton now stationed at the us embassy in tokyo her feelings about the japanese with regards to her sons death in world war ii start to change on board the ship to tokyo where she meets koichi asano a japanese buddhist  businessman alec guinness who also lost a spouse and two children in the war the two share a bond over lives their families and their faiths which develops into a romance when she announces to her family of asanos courtship her daughter and soninlaw object to the idea of an interracial marriage
horror,"bill whitney seems to have it all his family is wealthy and he lives in a mansion in beverly hills california hes popular at his high school looks to be a shooin for class president has a cute cheerleader girlfriend and owns a new jeep wrangler to drive around in despite this he tells his therapist that he does not trust or fit in with his highsociety family when his sisters exboyfriend blanchard gives him a surreptitiously recorded tape of what sounds like his family engaged in a vile murderous orgy bill begins to suspect that his feelings are justified
bill gives the tape to his therapist dr cleveland to listen to when he comes back for his appointment dr cleveland plays the tape back for bill the audio has now changed and now merely contains the sounds of his sister jenny enjoying her coming out party bill insists that what hed heard before was real and calls blanchard to get another copy when he arrives at their meeting place bill discovers an ambulance and police officers gathered around blanchards crashed van a body is placed into the back of the ambulance but bill is prevented from seeing its face
bill attends a party hosted by his upperclass classmate ferguson there ferguson lasciviously confirms that the first audio tape bill listened towith the sounds of an orgy on itwas the real tape angry and confused he leaves the party with clarissa a beautiful girl hed been admiring they have sex at her house and bill meets clarissas bizarre hairloving mother
bill returns home the next day and confronts his parents and sister who are all in the master bedroom dressed in lingerie at blanchards funeral bill and his friend milo discover that blanchards corpse either needed a lot of reconstructive work for display or is not real bill is approached by martin petrie his rival for the high school presidency who says he must speak with bill and agrees to a secret meeting bill discovers petrie with his throat cut he is spied on and sees someone race off through the woods then runs off to get the police when he returns with the cops the car and the body are missing with a different car in their place
the next day at school petrie shows up alive and well when bill arrives at home he confronts his family again but with dr clevelands help they drug bill as milo secretly trails him bill is taken to a hospital bill awakens in a hospital bed and thinks he hears blanchard crying out but discovers that nothing is there he leaves the hospital and finds his jeep waiting for him milo tries to warn him but he drives back to his house
back home again bill finds a large formal party he is snared by the neck and dr cleveland reveals all of the secrets he has been searching for he is not really related to his family after all in fact his family and their highsociety friends are actually a different species from bill to demonstrate they bring in a stillliving blanchard the wealthy party guests strip to their underwear and begin shunting the rich literally feed on the poor physically deforming and melding with each other as they suck the nutrients out of blanchards body their intention is to do the same to bill but after escaping them and running about the houseseeing his family melding with each other as wellbill manages to goad ferguson into a fight as the aliens cheer ferguson on bill is subdued but in a surprise attack bill manages to reach inside the pliable ferguson and pull his head out through his buttocks turning him insideout with the help of milo and clarissawho is also of the alternate species but has fallen in love with billhe escapes as one of the men at the party tells another he may have an opening in washington"
action,"hari jiiva is an unemployed youth who runs a pavement book shop in tripiclane area his father nagesh an upright retired school teacher buys him a shop in a building with his pf money he names it periyar bookshop and runs it with his friend karunas meanwhile he constantly bumps into pooja pooja a television reporter and a lovehate relationship happens
however one day a malaysianbased businessman mahadevan seeman comes and evicts him from the shop claiming that the place belongs to him hari discovers that his father was cheated by a land mafia gang which specializes in forged documents and is handinglove with revenue officials hari decides to take the gauntlet and unveil the evil forces behind those property grabbers
soon he discovers that nama shivayam sampath raj vinayagam real estates owner is the brain behind the entire operations how hari becomes a oneman army and brings nama shivayam to justice forms the rest of the story"
horror,"a team of vaticansponsored vampire hunters led by jack crow rids an abandoned house of vampires in the middle of new mexico during a daylight raid the team uses a coordinated method of using battle pikes as harpoons spearing vampires within the house so that a mechanical winch can pull them outside into the daylight after clearing the house the team celebrates at a local motel with drinking and prostitutes to the disapproval of the priest assigned to the team jack crow defends the celebration stating that given the horrors the team witnesses on a daily basis this is an effective way to blow off steam during the height of the party with most of the team drunk they are attacked swiftly by a master vampire called valek who kills most of the team and their priest only two members of the team survive jack crow and tony montoya as well as a prostitute named katrina who was bitten by valek crow later meets his boss cardinal alba who introduces him to father adam guiteau
after crow reluctantly allows guiteau to come along with him he tells the priest some of his past about how his father was bitten by a vampire killed his mother and came after jack who ended up killing him he then asks what it is valek is after and guiteau tells him that valek is seeking an ancient relic called the black cross of berziers and that valek was once a fallen priest who was thought to have been possessed by demons the bérziers cross was used in an exorcism that was cut short but the result was that valek was forever changed into the first vampire
using the changing katrinas mind jack montoya and guiteau find out that valek has seized the cross and they arrive at an old church to kill more vampires but they are soon set up as cardinal alba sides with valek and kidnaps crow revealing that his plan all along was being turned by valek so he too can become immortal katrina turns into a vampire and allies herself with valek after biting montoya cardinal alba agrees to perform a ritual using the cross which will allow vampires to walk in sunlight and be invulnerable but guiteau who was in hiding appears and kills him before he can finish the ritual montoya and guiteau then rescue crow as the sun rises and crow heads off to confront valek whom he kills by ramming the berziers cross into his chest and exposing him to sunlight which causes valek to explode
guiteau realizes that montoya is about to turn into a vampire now that he has been bitten by katrina but crow knows that montoya has been loyal to him and so decides to take montoyas fate in his hands telling montoya that after two days he will hunt down and kill both him and katrina after montoya and katrina leave jack and guiteau head off once again to kill the rest of the vampires that made it to shelter"
comedy,"inspired by real events kids in america is a teen comedy about a diverse group of high school kids who band together to peacefully stand for their personal rights and dignity holden donovan and his love interest charlotte pratt are fed up with principal donna weller who goes to great lengths to stop the students from enjoying their right to free expression such as suspending monica rose for wearing condoms on her outfit to promote safe sex during spirit week and suspending lawrence reitzer for kissing another guy in the hallway meanwhile shes running for state school superintendent which if elected will afford her the power to practice her brand of administration beyond booker high school holden himself is suspended and ultimately expelled for speaking out publicly against weller to whom he says youre nothing but a politician
the students have an ally mr will drucker one of their teachers who encourages them to fight for their rights he pays a price for his position and is fired by principal weller he decides to use his dismissal to make a change of his own using his newfound free time to produce a documentary chronicling the experiences of students who are faced with similar issues holden befriends a group of teens including libertarian charlotte pratt voyeuristic punkrock fan chuck mcginn cheerleader katie carmichael americanofchinesedescent emily chua homosexual lawrence reitzer americanofafricandescent walanda jenkins cheerleader kelly stepford founder of the schools celibacy society monica rose cheerleader ashley harris and goth chick dementia together they engage in civil disobedience passing out condoms and staging walkouts and organize the student body to take on principal weller and make a real change at booker high due to their efforts weller loses the election and subsequently quits her job"
action,inspector suryaveer his brother amar and inspector satpal are given the task of nabbing a group of terrorists that operate out of a forest in central india suryaveer is killed satpal is injured and inspector vikas takes over with amar and satpal assisting whether they succeed where others have failed forms the rest of the story
