Genre,Plot
horror,"The film opens with Aman (Aditya Narayan) seemingly lifeless, narrating how he and his sweetheart Kaya are doomed to perish together. He remembers happier times, when he met and courted and finally proposed to Kaya. No sooner than he had proposed, they had met with a sudden car accident. They are miraculously unhurt saved with few minor injuries. But when Kaya's parents realise Aman had proposed to her, they become sad and grave, and Kaya's mother earnestly persuades her father to tell them the truth.
Kaya's mother reveals the curse upon their family. Kaya's father is a descendant of an ancient royal family. Some 300 years ago, the brother of the late king RANA Ranjit Singh had attempted to molest a beautiful girl in the palace. The girl escaped and jumped to her death. It turned out that the girl was the daughter of the royal guru, ""Acharya Sachidanand"", and that the girl was about to be wed. The acharya, a wise and powerful spiritual master, was enraged beyond belief. He pronounced a terrible curse upon Ranjit Singh: no daughter in Ranjit Singh's line shall ever enjoy marriage; if they ever attempt to marry or become engaged, they will immediately meet with death.
Aman and Kaya are devastated.They reach out to professor Pashupati, an expert in the occult. The professor explains that generational curses (such as the one upon Kaya are typically connected with an evil spirit. This spirit is the keeper of the curse, and it executes the curse (by taking the lives of the victims). Aman recollects that the evil spirit had caused their car accident. Aman suggested to destroy the spirit. The bemused professor laughs this off and urges Aman to forget Kaya and move on. Aman and his friend Shubh are disappointed.
Aman is persistent. He looks up some of the professors work and retrieves (in a dangerous chase with an evil spirit) a ""cursed"" book from the library. Convinced that Aman is determined and capable, the professor agrees to help them.Their first stop is an abandoned cinema. The professor explains that it is haunted by several spirits, and some of the noble spirits may be able to help them locate the evil curse-keeper. Aman and Kaya enter the theatre. They are surrounded by spirits, and one of them splatters a few drops of blood on Kaya's wrists. The professor interprets: the drops are the co-ordinates of the ancient kingdom of Magha, present day Mahipalpur.
They arrive at Mahipalpur and settle into the decrepit government guest house. The evil spirit is relentless. It attacks Kaya and tries to bury her alive. They save her just in time, but she goes into hypoxic shock. The professor describes a water-immersion method to send Shubh back in time. Shubh is again attacked by the spirit, but this time he returns with an amulet. The amulet reveals the clue that leads them to Rani Mohini, the evil spirit, the keeper of the curse.
Aided by the curator of the 300-year-old Magha jail, the professor performs a seance to invoke the spirit of Ranjit Singh. This spirit reveals the sinister history of the royal family. Rani Mohini was never satisfied with her station as the second wife of Raja Gajsingh. She was also a sorceress. She plotted to assassinate the King and his two sons, Rana Ranjeet Singh and Kuljeet. Her assassins killed Raja Gajsingh, but were ultimately defeated and killed by the royal guard. Ranjit Singh ascended the throne, and, upon learning of Rani Mohini's dark powers, promptly arranged to execute her. Rani Mohini, however, created a black charm (locked in an amulet) to keep her soul on earth. Upon her execution, her soul became the keeper of the curse (by Acharya Sachidanand) and would torment Ranjit Singh's family forever.
Kaya's conditions worsens. She is wheeled into surgery. The professor and Aman and Shubh hurry into the River Palace to confront the evil spirit of Rani Mohini. They connect the clues from the amulet and from Ranjit Singh, and deduce that the spirit of Mohini can be despatched to the nether world when her mortal remains (ashes) are dissolved. Aman & Shubh start searching the ashes with professor's help. They then stumble upon a portrait statue wherein they find 8 earthen pots instead of seven. Shubh & Aman conclude that the ashes are hidden over there. They retrieve the pot but Mohini's spirit kills the professor brutally and chases them to destroy their efforts. After a difficult and lengthy battle with the spirit, Aman floods the River Palace. He nearly drowns (and cuts back to the initial frame), but Shubh saves him just in time. The film ends with Aman narrating how the power of love can overcome any obstacle. At the end of the movie, they got married and blessed with a baby girl."
action,"After Interpol destroys a mass of Thai opium fields, the drug lords strike back by viciously murdering the officers in charge of the drug raid. In response, the cops hire the mercenary Angel Organization whose leader, John (David Chiang), sends crack agents—Angel #01 Saijo (Hideki Saijo), Moon (Moon Lee) and Elaine (Elaine Lui). Their first act is to seize a massive drug shipment with the help of an American secret operative, Commander Alex Fong (Alex Fong). This inevitably invokes the rage of frighteningly fierce Madam Yeung (Yukari Oshima) who recently grabbed the mantel of power after killing her predecessor. After a series of tussles with Madam Yeung, Saijo finds himself buried alive in an armored car while Moon and Elaine settle their score with their nemesis kung fu style."
comedy,"Shankar, Ram and Bhaskar are three brothers from a royal palace who always fight with each other from childhood. None of them allows the others to prosper and creates trouble for each other in whatever they do. Their parents have taken money from a money lender called Dinakaran who has given the money on lease of the place. When the debts increased, the three realized that they cannot repay the money and get back the palace and so they try to steal the papers from Dinakaran's house with the help of his daughters who are the girlfriends of the three kings. But Dinakaran catches them and hands them over to the police.
In the police lockup, they happen to hear from a blind man that there is a treasure hidden somewhere in the Mysore forest which belonged to their family. He says that this was hidden by Tipu Sultan centuries back. He can help them if they promise to give him a portion of it. But that night, his illness becomes worse and he dies on his way to the hospital, but he hands the three a map of the treasure before he leaves the cell.
The three kings leave to Mysore to find the treasure. Each of them takes a different route and tries to be there first and make the treasure their own, but ultimately they have join hands because each of them had only one portion of the map which they split while having a fight in the police lockup. Finally they finds the treasure but it turns out that everything was a forged play and they were part of a reality show which a popular channel organized. They all end up humiliated because cameras were following them every moment and caught all their fights on camera and broadcast it.
But during one of the fights they had inside the cave, it turns out that the three kings misplaced the gold idol kept by the channel and took the real golden idol itself. This makes them all rich and they take back the palace from the money lender. The three kings get married with their girlfriends and they gets three kids. In the final scene, it is shown that their three kids are also fighting with each other the same way their fathers did when they were kids showing us that the legacy continues."
horror,"The pregnant Jessabelle ""Jessie"" Laurent (Sarah Snook) is about to move to her fiancé, Mark's (Brian Hallisay) house when their car is hit by a truck, killing Mark and causing Jessie's miscarriage. Two months afterward, the wheelchair-bound Jessie moves in with her estranged father, Leon (David Andrews) in St. Francisville, Louisiana. She resides in her mother's former bedroom; her mother having died due to brain tumor shortly after she was born.
One day, Jessie finds a box containing three videotapes shot by her mother. Kate (Joelle Carter), who addresses Jessie by her full name, congratulates her on her 18th birthday and gives a tarot reading about Death that tells of a transition, taught to her by Moses, a man whom she met at a local church. Kate warned that an unwanted presence is haunting Jessie, a reading that turns out to be true, as Jessie feels that a black-haired woman (Amber Stevens) is haunting her ever since she moved in. Jessie also has a dream where she is strapped to a bed by her mother and sees a voodoo ritual being conducted, where a man chokes her. Leon, who has repeatedly tried to dissuade Jessie from watching the tapes by breaking them and throwing Jessie's wheelchair, attempts to burn all of the tapes, but a force burns him alive inside the house's shed. During his funeral, Jessie reunites with her high school friend, Preston Sanders (Mark Webber), but collapses after she sees a severely burned man (Vaughan Wilson).
After Preston leaves from tending to Jessie, Jessie discovers a fourth tape that she opts not to watch. The next day, Jessie and Preston head across a nearby bayou, which Jessie has suspected ever since she saw glittering light and flames appearing there. The two discover voodoo icons and effects, as well as a grave of ""Jessabelle"" with a baby's skeleton, dated on Jessie's birthday, whom they give to Sheriff Pruitt (Chris Ellis) for DNA testing. Jessie and Preston then visit the house of Mrs. Davis (Fran Bennett), the mother of one of their friends, who speaks about Moses. Thinking that Moses is involved, the two head to Moses' voodoo shrine, but is attacked by a group of men who force them to leave. The two return to Jessie's home where Preston confesses that, despite being married, he is still in love with Jessie. Just before he leaves, the mysterious woman attacks and knocks him unconscious.
Left alone, Jessie watches the fourth tape, showing Kate shouting ""Jessabelle, you're dead!"" before it cuts off. Conducting a ritual to summon the woman, Jessie is informed by Pruitt that the baby is Kate's daughter, but not Leon's. The tape plays out again and shows Kate committing suicide, tearfully saying that Moses is dead. Jessie is confronted by Kate's spirit and realizes the truth: Jessabelle was the biracial daughter of Kate and Moses who was killed, alongside her father, by Leon; Jessie is the unwanted presence, being a child adopted to cover up the crimes. Swearing revenge, Kate and Moses planned to transfer Jessabelle's spirit to Jessie. Jessie is pushed by Kate and Moses towards the bayou, where Jessabelle swims up and takes her bracelet, resurfacing back in the form of Jessie, who kisses Preston after he saves her. When Pruitt asks ""Jessie"" if she is all right, she replies ""It's Jessabelle""."
comedy,"Wilbur Hoolihan (Lou Costello) accidentally kills a hack horse owned by King O'Hara (Cecil Kellaway) and his daughter, Princess (Patsy O'Connor) by feeding it candy. In hopes of raising enough money to replace it, he and his friend Grover Mockridge (Bud Abbott) visit a gambling parlor. They are successful in raising the money, but before they can purchase a new horse, a con man swindles Wilbur out of his cash. They are informed by some touts that an old horse is available for nothing at one of the tracks. They visit the track and mistakenly take the wrong horse, a champion by the name of Tea Biscuit. They present the horse to O'Hara as a replacement for his deceased horse.
The horse's real owner, Col. Brainard (Samuel Hinds), offers a reward for Tea Biscuit. By this time O'Hara has taken a fare up to Saratoga. Wilbur and Grover, realizing their error, drive to Saratoga. The three touts also realize that Wilbur and Grover took Tea Biscuit, and trail them hoping to recover the horse and collect the reward. Wilbur and Grover manage to find O'Hara and hide Tea Biscuit in their hotel room, but they are hounded by the house detective, Warner (Eugene Pallette), who was tipped off by the touts. Wilbur and Grover head to the race track in time for a big race. Grover makes a deal with Warner: for $100 he will give him the horse Wilbur rides. Grover then uses that money to bet on Tea Biscuit. Before the race, Wilbur is thrown off Tea Biscuit and lands on Rhubarb. Tea Biscuit, with a real jockey aboard, wins the race. Wilbur rides Rhubarb and loses. Warner and the touts take Wilbur's horse, which they believe is Tea Biscuit, to Col. Brainard for the reward, but it is the wrong horse. Grover holds the only winning ticket on Tea Biscuit, and uses their winnings to buy O'Hara a real replacement horse.
There is a scene that breaks the fourth wall: Wilbur and Grover are in their apartment when someone knocks at the door. Grover says, ""Go answer the door, it might be Warner."" Wilbur answers, ""It won't do no good, we're signed up with Universal."" Abbott and Costello had a long-term contract with Universal Pictures at the time."
drama,"In February 1938, a voice representing Death tells about how the young Liesel Meminger has piqued his interest. In one of the opening scenes, Liesel is traveling with her mother and younger brother on a train. On the way, her brother dies and is buried next to the tracks. Liesel steals her first book, titled The Grave Digger's Handbook, when it falls out of the gravedigger's pocket. Liesel is then brought to her new home in Munich, where she meets her new foster parents Rosa Hubermann and Hans Hubermann. Rudy Steiner, a boy who lives next door, accompanies her on her first day of school. When the teacher asks Liesel to write her name on the chalkboard, she is only able to write three Xs, revealing to her classmates that she is unable to write. She is taunted by her schoolmates who chant ""dummkopf"" (""dunce"") at her. One of the boys, Franz Deutscher, challenges her to read just one word to which Liesel responds by beating him up. She impresses Rudy, and they become fast friends. When Hans, her foster father, realizes that Liesel cannot read, he begins to teach her, using the book that she took from the graveside, and a giant chalkboard. Liesel becomes captivated with reading anything she can.
Liesel and Rudy become members of the Hitler Youth movement. While at a Nazi book burning ceremony, Liesel and Rudy are harassed into throwing books onto the bonfire by Franz, but Liesel is upset to see the books being burned. When the bonfire ends and everyone leaves, Liesel is still there and she grabs a book that has been only singed. She is seen by Ilsa Hermann, wife of the burgermeister (mayor). When Rosa asks Liesel to take the laundry to the mayor's spacious, gated house, she realizes that the woman who saw her taking the book is the mayor's wife. Instead, Ilsa takes her into their library and tells Liesel she can come by anytime and read as much as she'd like. One day Liesel is found reading by the mayor who not only puts a stop to her visits but dismisses Rosa as their laundress.
During Kristallnacht, Max Vandenburg and his mother, who are Jewish, are told by a friend that only one of them can escape, and Max's mother forces him to go. Max's father had saved Hans' life in World War I, and hence he goes to the Hubermanns' house where Rosa and Hans give him shelter. Max initially stays in Liesel's room while recovering from his trip, and they begin to become friends over their mutual hatred of Hitler. World War II begins, initially making most of the children in Liesel's neighborhood very happy. Max is moved to the basement so that he can move around more, but it is cold and Max becomes dangerously ill. Liesel helps Max recover by reading to him books ""borrowed"" from the mayor's library with every spare moment.
One day while ""borrowing"" a book from the mayor's home, Liesel is followed by Rudy. He discovers the secret of Max, whose name he reads on a journal Max gave to Liesel for Christmas. Rudy guesses that her family is hiding someone, and he swears to never tell anyone. Franz overhears Rudy's last words of keeping it a secret and violently pushes Rudy to reveal the secret. Rudy throws the journal into the river to keep it away from Franz. After Franz leaves, Rudy plunges into the icy river to rescue the journal, and Liesel realizes that she can truly trust him. Soon, a local party member comes by to check the Hubermanns' basement, and they have to hide Max.
While working, Hans sees a neighbor and friend named Lehman being taken away by the police because he is a Jew. Hans tries to intervene, telling the officer that Lehman is a good man, but Hans's name is taken by the soldiers and he is thrown to the ground. Hans realizes what a mistake he has made, since this has made his family visible. He tells the family, and Max realises he must leave in order to protect them. Hans then receives a telegram that he has been conscripted into the army and must leave immediately.
On the way home from school, Liesel believes she has seen Max in a line of Jews being forcibly marched through town, and she begins screaming his name, running through the line. She is thrown to the sidewalk twice by German soldiers and finally relents when Rosa picks her up and takes her home.
Hans returns home after being injured, and the family is reunited only for a short time. One night the city is bombed by accident, and the air raid sirens fail to go off. Hans, Rosa, and Rudy's family are killed in the blast. Liesel was spared from the bombing because she fell asleep in the basement while writing in the journal given to her by Max. She sees her foster family on the ground, dead, she cries and hugs them. Neighbors bring Rudy out of his house, barely alive. He begins to tell Liesel that he loves her, but he dies before he can finish the sentence. During this scene, Death is heard speaking again about how he received the souls of the dead. Liesel passes out, and one of the soldiers carries her to a stretcher. When she wakes up, she sees a book among the rubble and picks it up. She then sees the mayor and Ilsa drive up. With Ilsa being the only friend she has left, Liesel runs up to her and hugs her.
Two years later, after Germany has fallen to the Allies, Liesel is working in the tailor shop owned by Rudy's father. Max enters. Overjoyed by his survival and return, she runs to hug him. The final scene is Death speaking again about Liesel's life and her death at the age of 90, mentioning her husband, children, and grandchildren, as we look over her modern day Manhattan Upper East Side apartment with pictures of her past and a portrait of her, upon which the camera lingers. The narrator does not state whom she married but implies that she became a writer."
horror,"Flashback: At Blackwood Manor in Providence County, Rhode Island, renowned wildlife painter Lord Blackwood summons his housekeeper to the basement where he reluctantly bludgeons her to death with a hammer and chisel. He removes her teeth, as well as his own, and offers them to mysterious creatures down an ash pit within an old fireplace; all of a sudden, the creatures demand the teeth of children. Blackwood begs for them to give back his kidnapped son, only to be dragged down the ash pit by the creatures.
Present day: 8-year old Sally Hurst arrives in Rhode Island to live with her father Alex and his girlfriend Kim, both restoring Blackwood Manor to put it on the market for their client Mr. Jacoby. Sally is depressed due to her mother forcefully putting her in Alex's care and giving her copious amounts of Adderall. On the first night of her stay, the melodious tune from a carousel-styled nightlight awakens the creatures in the ash pit. The next day, Sally wanders the grounds and finds the hidden basement's skylight. One of the workmen restoring the house, Mr. Harris, warns her, Alex and Kim not to venture into the basement, although they do so, regardless. Sally takes interest in the sealed fireplace where she hears the creatures calling her name and follows the mysterious voices. ""BE AFRAID"" is written in runes above it.
Sally opens the fireplace to meet the creatures and finds one of the old housekeeper's teeth. The creatures quickly prove to be hostile, stealing Alex's razor and shredding Kim's clothes. Alex blames Sally and finds a 19th-century silver coin in her possession, which she found under her pillow after the tooth disappeared. Alex and Kim head into town on a business trip and Sally sneaks to the basement to talk with the creatures, but Harris sends her away and tries to seal the fireplace. The creatures emerge and brutally wound him with his own tools and he is hospitalized. Sally's increasingly frightening encounters with the creatures prompt Alex to call a therapist to talk to Sally, who draws a sketch of one of the creatures that attacked her under her bedsheets.
Kim visits Harris in the hospital, who tells her to find the unpublished artwork of Lord Blackwood in the local library. The librarian reveals the artwork, one of which is of a creature whom he describes as being like tooth fairies, which every now and again turn a human into one of their own. Kim races home as Sally is attacked again by the creatures while having a bath, the lead creature being a transformed Lord Blackwood who proclaims the creatures will make Sally one of their own. Kim finds an undiscovered mural painted by Lord Blackwood in the basement, depicting his son being taken below ground by the creatures. Kim confronts Alex who is more interested in hosting a dinner for Mr. Jacoby and friends. However, he finally realizes what is happening when Sally is trapped in the library by the creatures, but she fends them off by using her camera flash to distract them.
Alex and Kim decide to flee the house with Sally, but both are ambushed by the creatures and knocked out. Sally tries to wake Kim up but also gets ambushed by the creatures and is knocked unconscious. When Sally wakes up, her feet have been tied up with rope, and the creatures are starting to drag her to the basement for her transformation. Kim awakens and goes to the basement to confront the creatures, cutting the rope around Sally's feet but only to get caught herself in the ropes and her leg broken as she struggles to get free. The creatures drag Kim into the fireplace, as a distraught Sally crushes the creature who used to be Lord Blackwood to death with a large flashlight. Alex arrives just as Kim disappears, and the father and daughter mourn their loss.
Some time later, both return to the abandoned mansion to leave a drawing of Kim there. After they leave a strong draft pulls the drawing into the creatures' lair; the entrance now bolted with metal. The heroic, caring Kim, who saved Sally, has been transformed. She is heard convincing the creatures to stay in hiding because they ""have all the time in the world"", and people will forget in time, and others will come to the manor."
action,"Convict 83 is a prisoner on an island, where the harsh regime of the Governor pushes him to lead a revolt.[1]"
action,"Gopi (Mithun Chakraborty) is a simple-minded villager who travels to Mumbai looking for a job. He is approached by some men who mistake him for Johnny (also Mithun Chakraborty). Johnny is a criminal who works for the underworld don Supremo (Kamal Kapoor) and is also a stage performer by day to cover up his criminal activities. When he meets his lookalike, Johnny decides to use him as a fall guy in case the police discover who he is. Gopi is trained into becoming Johnny to convincingly impersonate him, unknowingly becoming an accomplice to Johnny's crimes. When the police discover Johnny has stolen valuable statues, Gopi is blamed and must prove his innocence to everyone."
horror,"In England, Professor Harrington (Maurice Denham) visits his rival, Dr. Julian Karswell (Niall MacGinnis). Harrington promises to cancel an investigation of Karswell's involvement in Satanism if Karswell will rescind a threat he has made against Harrington. After learning that a parchment given to Harrington has disintegrated, Karswell ushers Harrington out, promising to do all that he can. As Harrington arrives home relieved, a gigantic demon materializes and dismembers him. Although his body is torn to pieces, officials rule that his death was caused by electrocution.
Dr. John Holden (Dana Andrews) arrives in England to attend a convention at which Harrington had intended to expose Karswell's cult. He is informed that the only link between Harrington's death and Karswell's cult is an accused murderer, Rand Hobart (Brian Wilde), who has fallen into a catatonic stupor. While Harrington's collaborators consider the possibility of supernatural forces, Holden rejects the idea as superstition.
Holden meets Karswell at the British Museum Reading Room When a book that Holden requests turns up missing, Karswell offers to show Holden his own copy at his mansion. At Harrington's funeral, Holden meets the dead man's niece, Joanna (Peggy Cummins), who gives him Harrington's diary. It reveals Harrington's increasing fear of Karswell's power. Holden remains sceptical, but goes with Joanna to Karswell's mansion the next day. When a very strong windstorm abruptly starts, Karswell claims to have created it with a spell. When Holden mocks him, Karswell grows angry and predicts that Holden will die in three days.
Holden and his colleagues discuss Karswell and make plans to further examine Rand Hobart. Harrington's diary mentions the parchment passed to him by Karswell; Holden finds a parchment with runic inscriptions that Karswell secretly passed to him at the library. Powerful winds come through the window, blowing the parchment from his fingers. It nearly burns in the fireplace, but is stopped by a fireplace screen before Holden, at the frantic urging of Joanna, reluctantly rescues and pockets it.
Holden begins to feel more uneasy after a visit to Hobart's family who are all obviously involved in the cult. As Holden leaves, the parchment flies from his hand again. Hobart's family become fearful and declare Holden to be ""chosen"". Holden compares the parchment's runes to ones inscribed on the nearby stone circle at Stonehenge.
Joanna takes Holden to a seance at the home of Karswell's mother (Athene Seyler). The medium channels Harrington, who tells them that Karswell has the key to reading the runes in his book. That night, Holden breaks into Karswell's mansion to examine the book. He is caught by Karswell, but is permitted to leave. Against Karwell's warning, Holden leaves through the woods and is chased by a ball of smoke and fire. He reports the event to the police, but feels embarrassed.
Under hypnosis, Hobart reveals to Holden that he was ""chosen"" to die by having a parchment with a curse passed to him, but avoided death by passing it back to his own brother, who had originally passed it to Hobart under orders. Holden realizes that he must return the parchment to the one who gave it to him. When Holden shows Hobart the parchment he received from Karswell, Hobart goes berserk and commits suicide out of fear that the parchment will be passed to him.
Holden tracks Karswell to a train to Southhampton, and discovers that he has kidnaped and hypnotized Joanna. As the time for the Holden's predicted death draws near, Karswell becomes more agitated. When the train stops at the next station, he tries to leave, but Holden manages to sneak the parchment into his coat pocket. When Karswell finds the parchment, it flies from his hands. As he chases it down the tracks, the deadline expires and the parchment combusts. As an oncoming train approaches, a thirty-foot demon appears above and tears Karswell to pieces. The station crew find his mangled, steaming corpse and believe that he was struck and dragged by the train, owing to the mutilation of the body. Holden—frightened, but still obstinate—and Joanna refuse to look because ""it's better not to know""."
comedy,"In the fictional African nation of Zamunda, crown prince Akeem lives a pampered life, but he wishes to do more for himself. When his parents, King Jaffe and Queen Aeoleon, present him with an arranged bride-to-be, Akeem takes action. Seeking an independent woman who loves him for himself, not his social status, Akeem and his best friend/personal aide, Semmi, travel to the New York City borough of Queens and rent a squalid tenement in the neighborhood of Long Island City under the guise of poor foreign students. Beginning their search for Akeem's bride, they end up invited by some locals to a rally that is raising money for the inner city. During the rally, Akeem encounters Lisa McDowell, who possesses all the qualities he is looking for, and upon his insistence he and Semmi get entry-level jobs working at the local fast food restaurant called McDowell's — an obvious ripoff of McDonald's — owned by widower Cleo McDowell, Lisa's father.
Akeem's attempts to win Lisa's love are complicated by Lisa's lazy and obnoxious boyfriend, Darryl Jenks (Eriq La Salle), whose father owns Soul Glo (a Jheri curl–like hairstyling aid). After Darryl announces their engagement — without Lisa's consent — to their families, she starts dating Akeem, who claims that he comes from a family of poor goat herders. Meanwhile, although Akeem thrives on hard work and learning how commoners live, Semmi is not comfortable with living in such meager conditions. After a dinner date with Lisa is thwarted when Semmi furnishes their apartment with a jacuzzi and other luxuries, Akeem confiscates his money and donates it to two homeless men. Semmi wires a telegraph to King Jaffe for more money, prompting Akeem's parents to travel to Queens and expose his identity as a prince.
Mr. McDowell, initially disapproving of Akeem as he did not want to see his daughter with a poor man, is ecstatic that he is actually an extremely wealthy prince. Lisa, however, becomes angry and confused that Akeem lied to her about his identity. Akeem explains that he wanted her to love him for who, not what he is, even offering to renounce his throne; but Lisa, still hurt and angry, refuses to marry him. Despondent, Akeem resigns himself to the arranged marriage, but as they leave, King Jaffe is reprimanded by Queen Aeoleon for clinging to out-dated traditions instead of thinking of his son's happiness.
At the wedding procession, a still-heartbroken Akeem waits at the altar as his veiled bride-to-be makes her way down the aisle, but when Akeem lifts the veil to kiss her, he finds Lisa in the wedding gown. Following the ceremony, they ride happily in a carriage to the cheers of Zamundans. Witnessing such splendor, Lisa is both surprised and touched by the fact that Akeem would have given it up just for her. Akeem offers again to abdicate if she doesn't want this life, but Lisa playfully declines."
action,"The film starts in the 1980s. A young Shiva (Jiiva) is trained in the ancient Indian martial art Kalarippayattu by his grandfather (Prakash Raj) to be bold and brave and fight against all odds, especially all that's evil. Shiva grows up with his grandfather's words as his Bhagavad Gita. However, Shiva's parents (Jayaprakash and Lakshmi) want him to lead a peaceful life. Shiva gets arrested by the police after fighting with another law student, Guna who is one of Gowri's gang. Enters Priya (Shriya), a law college student. She is the daughter of a police official (Babu Antony). She bails Shiva out and falls for him after seeing him fight for other people's good. Eventually Shiva too falls for her. Guna wants revenge as Shiva had humiliated him in front of everyone. He wants Shiva dead. Things take a turn when Shiva goes to the bus stop with his friend to pick up Ramanujam's (Sathyan (Tamil actor)) father. There, a couple of rowdies kidnap a young girl. Shiva could not stand this and fights with them. Gowri was one of the rowdies there and Shiva hits him. Gowri is infuriated and wants Shiva dead at any cost. Shiva's entire family stops talking to Shiva though he insisted that what he did was for the good. Shiva's sister gets married to Ramanujam eventually, and his brother (Srinath) marries his longtime love. These marriages happens without Shiva's knowledge and he becomes shocked and shattered. He packs up and leaves his house since he realises that his presence will only make things dangerous for his family. He takes his grandfather's photo along with him. Shiva and his sister Kavitha (Monica) the lawyer who helps Shiva to escape when he is caught by police.
The climax is when the father of Priya and the father of Shiva convince Shiva to force him out of helping others and ruining his life and concealing it with danger for him and Priya. Priya's father then receives a message that Gowri was arrested; however he escaped and the police shot him down, to that Priya's father responded that he will come and see him in the hospital. After hearing that Shiva sees a problem involving a girl and some rowdies and tells to stop the car, his father-in-law refuses so Shiva jumps out of the car to save the girl's life and then a few words are said in response to this and the film ends. This is a contrast of the official ending as this is more of a positive way rather than Priya dying."
comedy,"Con man Michael Rangeloff (Michael O'Keefe) is a fugitive from the law and from a women's roller derby team. Stealing a coffin and boarding a train, he masquerades as a soldier bringing home a comrade's body, but the casket actually houses $5 million in stolen money that is being sought by several parties. Rangeloff claims that his deceased friend is Lane Biddlecoff (Carrey), but Biddlecoff is a draft-dodger who is still alive."
horror,"In the near future, an atomic disaster has reduced the world to poverty. Instead of a government, America is run by an organization called the Merchants, who exploit the degenerate remains of society. In order to keep control of the populace, the Merchants force Dr. Paul Dean to create a new life form, a parasite that feeds on its host. Realizing the deadly potential of such a being, Dean escapes the Merchants with the parasite, infecting himself in the process.
Now on the run, he travels from town to town, studying the parasite so that he can find a way to destroy it, all the while keeping one step ahead of a Merchant named Wolf, who is hunting for him. While resting in a desert town, he is attacked by a gang of hooligans, Dana, Arn, Shell, Bo, and Zeke, led by Ricus, former slave of the Merchants. The gang steal a silver canister containing the parasite, not realizing what it is, and it escapes and infects one of the members.
Meanwhile, Paul befriends a pretty young lemon grower named Patricia Welles, who promises to help him destroy the escaped parasite. Ricus, trying to save the life of his friend, comes to Paul for help, only to be confronted by Wolf. Patricia, Paul, and Ricus manage to evade Wolf, but when they return, the parasite has spread to another member and grown into a fleshy worm with a mouthful of deadly teeth. Ricus becomes a turncoat and attempts to help, but ends up getting killed by Wolf. A friendly diner owner, named Collins, comes to aid the group. After Patricia helps kill the parasite bonded to Paul by electrocuting it, the remaining parasite attacks Wolf who is then blown up by Patricia, Paul, and Collins."
comedy,"Former FBI secretary Erin Grant (Demi Moore), loses custody of her young daughter Angela (Rumer Willis) to her ex-husband Darrell (Robert Patrick), who is a criminal and cost Erin her job. To afford an appeal to get her daughter back, Erin becomes a stripper at the Eager Beaver, a strip club in Miami.
A Congressman named David Dilbeck (Burt Reynolds) visits the club and becomes infatuated with Erin. Aware of Dilbeck's embarrassing indulgences, another Eager Beaver patron approaches Erin with a plan to manipulate the congressman to settle the custody battle and help her get Angela back. However, Dilbeck has powerful business connections who want to ensure he remains in office. Consequently, those who can embarrass him in an election are murdered. Meanwhile, Erin retrieves her daughter from Darrell's negligent care.
Dilbeck's personal interest in Erin persists, and she is invited to perform privately for him. He asks her to become his lover and later his wife, despite his staff's concerns that she knows too much. A debate occurs as to whether to kill Erin or simply keep her quiet by threatening to take away her daughter. However, Erin and a police officer Al Garcia (Armand Assante) begin to suspect the congressman's guilt in the murders, and Erin concocts a plan to bring the congressman to justice. She tricks him into confessing on tape, and he is soon after arrested. Thus, Erin regains full custody of Angela, quits stripping, and gets back her job in the FBI. Darrell returns to prison after he is convicted of his crimes."
drama,"Office worker Shoji Sugiyama (Ryō Ikebe) wakes and goes about his morning routine, attended by his wife, Masako (Chikage Awashima), before commuting to his job in the Tokyo office of a fire brick manufacturing company.
During a hiking trip with office friends, Shoji spends time alone with a fellow worker, a typist nicknamed ""Goldfish"" for her large eyes (Keiko Kishi). After the trip Goldfish makes advances to Shoji and the two begin an affair. Masako suspects something is amiss but is reluctant to confront her husband. After Shoji fails to mark the anniversary of their son's death, he and Masako become progressively estranged.
The friends, too, suspect something is transpiring between Shoji and Goldfish. They confront Goldfish, advising her not to come between a married couple. Aggrieved, Goldfish visits Shoji late in the night. Masako, convinced that her suspicions have foundation, demands Shoji tell her the truth about his relationship with Goldfish. Shoji does attempt to lie, and the next morning Masako leaves the marital home to stay with her mother.
Shoji relocates to his company's office in the provincial town of Mitsuishi (now part of Bizen). Masako eventually travels to Mitsuishi and the couple is reunited. They promise to forget their past troubles and strive for marital happiness."
